"Year"	"Prec"	"Etp"	"Temp"	"Qobs"
"28-09-1984"	0	6.7	35.1	0.0722090537001201
"29-09-1984"	0	6.2	35.5	0.0684781604045102
"30-09-1984"	0	5.3	34.2	0.0738033598467906
"01-10-1984"	0	5.5	33.9	0.0719731614641332
"02-10-1984"	0	5.9	33.8	0.0749470304805757
"03-10-1984"	0	5.5	33.4	0.0643893616474028
"04-10-1984"	0	5.5	34	0.0636410138642717
"05-10-1984"	0	6.2	35.6	0.0613116458190257
"06-10-1984"	0	5.7	34.9	0.0535263886099525
"07-10-1984"	0	6.4	35.9	0.0522663987011808
"08-10-1984"	0.7	5.6	35.1	0.0523078831978543
"09-10-1984"	0	6.5	36	0.0602078328389074
"10-10-1984"	0	6.5	35.3	0.0622674160855247
"11-10-1984"	0	6.2	35.9	0.0531806844710061
"12-10-1984"	0	6.1	35.7	0.0554297949279163
"13-10-1984"	0	6.1	35.9	0.0548018335272889
"14-10-1984"	0	6.2	36.7	0.0562020030751472
"15-10-1984"	0	5.6	36	0.0570468768766821
"16-10-1984"	0	4.9	34.3	0.064393699895421
"17-10-1984"	2.5	4.1	33.1	0.190935152535199
"18-10-1984"	3.5	5.8	35.5	0.138060947210642
"19-10-1984"	0	6.4	35.9	0.0901661468092519
"20-10-1984"	0	7.1	34.9	0.0392980196724215
"21-10-1984"	0	6.6	35.5	0.0274676173269235
"22-10-1984"	0	6.9	35.6	0.0242952734636506
"23-10-1984"	0	6.7	36.9	0.0216012214443787
"24-10-1984"	0	6.1	35.9	0.0210546021940917
"25-10-1984"	0	6	36.1	0.020889748769402
"26-10-1984"	0.1	6.3	36.7	0.0189844444679302
"27-10-1984"	0	6.3	37.1	0.0175232683073167
"28-10-1984"	0	6.1	36.6	0.0181848511300848
"29-10-1984"	0	6.6	36.9	0.0165764456773553
"30-10-1984"	0	6.4	37.6	0.0150341985069026
"31-10-1984"	0.2	6.7	38	0.0137197093574028
"01-11-1984"	0	6.3	37.5	0.0144626343305111
"02-11-1984"	0	4.9	32.7	0.0151638036664448
"03-11-1984"	2.4	5.7	36.9	0.016539570569201
"04-11-1984"	6.5	6	36.3	0.016626335529564
"05-11-1984"	1.1	5.3	35.3	0.0143812921801708
"06-11-1984"	12.4	5.5	35	0.0523830433447688
"07-11-1984"	2.9	5.2	34.8	0.131482634968664
"08-11-1984"	25	6.1	35.5	0.271697694864273
"09-11-1984"	0.2	6.1	36.4	0.0624219661711713
"10-11-1984"	1.9	5.5	35	0.0361549589832711
"11-11-1984"	1.5	5.7	36.4	0.0252242008205372
"12-11-1984"	0.9	5.4	35.5	0.164391323807093
"13-11-1984"	18.9	5.9	35.6	0.128297900806127
"14-11-1984"	0.5	6.2	37	0.0461616703181388
"15-11-1984"	0.1	6.6	37.9	0.0293992222570053
"16-11-1984"	0	6.2	36.1	0.023918930448076
"17-11-1984"	0	6	36.6	0.0212552461649312
"18-11-1984"	0.9	6.5	36.9	0.0253795643276872
"19-11-1984"	5.9	6.3	36.8	0.021262838098963
"20-11-1984"	1.5	5.9	36.9	0.0161675658016445
"21-11-1984"	0	5.7	37.2	0.0156187774273484
"22-11-1984"	2.2	5.1	35.2	0.0206072203672199
"23-11-1984"	0.2	5.9	36.5	0.021220540180786
"24-11-1984"	92.2	4.1	33	0.0536202806920596
"25-11-1984"	11.4	6	35.2	0.0500579593194407
"26-11-1984"	0	5.8	34.9	0.0347793005367154
"27-11-1984"	0	6.3	35.8	0.0249167274922507
"28-11-1984"	0.1	6.5	36.6	0.0215816993282971
"29-11-1984"	0	6.3	36.3	NA
"30-11-1984"	0	5.9	36.5	0.019504220808605
"01-12-1984"	2.7	6.1	36.8	0.0184646681272555
"02-12-1984"	0	6.3	36.9	0.019024302121597
"03-12-1984"	0	6.3	37.1	0.0178193537345555
"04-12-1984"	0	6	36.8	0.017552009200437
"05-12-1984"	2	6.5	38	0.0170444341823133
"06-12-1984"	0	4.4	37.2	0.016914829022771
"07-12-1984"	0.7	4.2	35.8	0.0246902709457032
"08-12-1984"	12.6	3.4	33.9	NA
"09-12-1984"	7.1	1.9	28.5	0.040087580811725
"10-12-1984"	3.8	2.1	28.9	0.0437295400229628
"11-12-1984"	5.5	4	33.9	NA
"12-12-1984"	5.2	3.2	32.9	0.41399173542695
"13-12-1984"	25.7	3.3	29.9	0.366041574515005
"14-12-1984"	0	3.6	32.6	0.100525883076597
"15-12-1984"	3.2	3.6	32.6	0.0749470304805757
"16-12-1984"	0	4.2	32.6	0.0527918689923793
"17-12-1984"	2.6	4.5	33.2	0.0541380815805118
"18-12-1984"	1.3	2.8	32.4	0.0437295400229628
"19-12-1984"	25.9	2.5	30.9	0.0741916330444152
"20-12-1984"	1.2	3.7	32.3	0.0503117468285026
"21-12-1984"	0	3.6	31.4	0.077816374833831
"22-12-1984"	22.6	4	32.4	0.328062291859934
"23-12-1984"	79	3.8	32.4	8.05781801028445
"24-12-1984"	48.4	4.5	32	7.9653010729963
"25-12-1984"	6.4	5.4	32.8	3.35090025439417
"26-12-1984"	0.4	5.8	34.2	0.828459497877245
"27-12-1984"	8.4	5.3	34.2	1.42714492192994
"28-12-1984"	14.6	4.9	34.1	1.90378585086761
"29-12-1984"	7.8	5.4	34.3	2.64344197915771
"30-12-1984"	1.2	5	34.1	0.849241983464398
"31-12-1984"	20.1	2.6	30.4	5.6100388291818
"01-01-1985"	41.4	5.4	33.3	8.03542255218042
"02-01-1985"	1	5.5	33.9	1.39403363831759
"03-01-1985"	0	5.6	34.5	0.720444171878313
"04-01-1985"	4.1	5.7	35.2	0.726062286489665
"05-01-1985"	3.5	6.1	34.8	0.507832710055954
"06-01-1985"	1.1	4.9	33.9	0.401165928453464
"07-01-1985"	20.2	5.2	33.9	0.395353435302545
"08-01-1985"	0.6	5.7	34.3	0.31494541821672
"09-01-1985"	0	5.7	34.5	0.27813809518772
"10-01-1985"	6.8	5.5	34.1	0.32785414633523
"11-01-1985"	10.6	5.5	34.6	2.60439607545786
"12-01-1985"	7.6	5.9	35.2	0.896455227977474
"13-01-1985"	0	5.7	34.6	0.544193301995285
"14-01-1985"	14.8	4.9	33.3	0.463471665729816
"15-01-1985"	1.1	5.5	33.8	0.359456385163953
"16-01-1985"	18.2	5	33.4	0.307876243071143
"17-01-1985"	1.5	5	33.8	0.260445852120096
"18-01-1985"	5.9	4.8	33	2.28942579574288
"19-01-1985"	55.3	4.4	31.9	1.44412962509231
"20-01-1985"	0	5.8	34.7	0.60305009594514
"21-01-1985"	0	6	35.1	0.433439240022494
"22-01-1985"	1.9	5.4	34.6	0.317817338404736
"23-01-1985"	1.3	5.6	34.2	0.345842188195849
"24-01-1985"	0.7	3.5	33	0.400710644817702
"25-01-1985"	18.8	2.9	28.7	0.508882511848246
"26-01-1985"	19.7	4.1	31.6	1.78364488418848
"27-01-1985"	5	4.1	31.8	1.62040003064845
"28-01-1985"	4.8	5.2	33.7	0.738971744601832
"29-01-1985"	0	4.4	32.8	2.6342463532438
"30-01-1985"	20.8	5.4	32.9	3.1937851892904
"31-01-1985"	6.3	4.3	30.9	8.09997352535522
"01-02-1985"	9	5.9	34.4	10.1781951336756
"02-02-1985"	0.1	5.8	34.2	1.97450640701426
"03-02-1985"	0	5.2	33.3	2.45334740091039
"04-02-1985"	17.4	3.8	31.8	1.56687632215806
"05-02-1985"	3.4	4.1	33	2.21706564283621
"06-02-1985"	5.8	4.6	33.1	1.83949318749257
"07-02-1985"	5	4.1	32.6	1.40649102595791
"08-02-1985"	10.2	3.4	31	1.29614783851182
"09-02-1985"	14	4.8	32.9	1.34328922198158
"10-02-1985"	3.4	5.1	33.2	1.44913436727367
"11-02-1985"	0.9	4.7	32.7	9.83425693812951
"12-02-1985"	28	5.5	33.8	8.61451777649772
"13-02-1985"	0.7	5.6	34.1	2.69343588945669
"14-02-1985"	2.5	4.5	32.9	1.4130617364062
"15-02-1985"	0.2	3.5	32.7	8.52620838778955
"16-02-1985"	21.6	2.8	30.7	9.78168136695291
"17-02-1985"	12.5	1.8	27.3	2.53986448720956
"18-02-1985"	29.3	2	27.7	3.34330327773852
"19-02-1985"	15.6	2.9	29.3	16.850211273357
"20-02-1985"	38.5	3.9	31.2	15.3712072474463
"21-02-1985"	1.6	4.7	34.3	3.52150992413787
"22-02-1985"	4.5	4.7	33.9	2.00784573457756
"23-02-1985"	7.9	5.2	34	2.08337853699678
"24-02-1985"	4.1	5.3	34.1	1.46075914652276
"25-02-1985"	0.1	5.2	32.9	1.05507113679138
"26-02-1985"	2.3	4.8	32.5	0.852231470173706
"27-02-1985"	44.3	3.4	31.7	7.10986481983193
"28-02-1985"	0.6	4.9	33.2	3.33624450024173
"01-03-1985"	24	4.1	32.3	5.30392121695804
"02-03-1985"	23	4.2	32.2	6.48630242192479
"03-03-1985"	31.1	4.9	33	6.56119487100085
"04-03-1985"	18.3	4.9	33	8.66154630348417
"05-03-1985"	3.2	3.7	31.7	3.11917885072293
"06-03-1985"	18.5	4.9	33	4.77892347944528
"07-03-1985"	31.6	4.9	32.9	21.1453799434914
"08-03-1985"	2.9	5	33	5.00503648334984
"09-03-1985"	0.2	5.4	33.8	11.9717164364412
"10-03-1985"	0	5.2	33.4	2.5833876505768
"11-03-1985"	0	5.1	33.3	3.12422393878693
"12-03-1985"	0	5.3	34	5.45403747139759
"13-03-1985"	0	3.8	32	1.82751445321692
"14-03-1985"	6.9	4.3	32.4	1.68861604337844
"15-03-1985"	2.1	4.6	32.7	1.33705183516118
"16-03-1985"	13.9	4.4	32.6	1.11318522268053
"17-03-1985"	1.9	4.1	32.6	4.13577588248269
"18-03-1985"	10.7	3.3	31.5	1.65808896701689
"19-03-1985"	29.4	3.8	31.4	3.86718574396528
"20-03-1985"	19.5	3.9	33.3	1.78442010500795
"21-03-1985"	7.6	4.4	34.1	1.34869449982369
"22-03-1985"	1.3	3.4	32.8	0.956325562245232
"23-03-1985"	0.3	2.9	32.5	1.05459498553028
"24-03-1985"	15.9	3.8	33.3	1.74970666449896
"25-03-1985"	6.2	2.8	28.8	1.34007884771584
"26-03-1985"	1.8	2.4	25.7	1.11817149649639
"27-03-1985"	4.9	3	27.8	1.25767467876692
"28-03-1985"	1.2	3.3	28.6	1.10954109434528
"29-03-1985"	2.1	3.3	30.5	0.960993517112763
"30-03-1985"	10.7	4.1	31	1.70268812535929
"31-03-1985"	2.5	4.4	32.3	1.39112832911357
"01-04-1985"	5.1	4.4	33.4	0.913638937045833
"02-04-1985"	0	4.3	33.3	0.677567097590917
"03-04-1985"	0	5.1	33.9	0.579667752548809
"04-04-1985"	0.1	4.7	32.8	0.495644402248959
"05-04-1985"	0	4	31.3	0.441580504709557
"06-04-1985"	2.1	5.4	34.3	0.426132003516921
"07-04-1985"	0	6	33.6	0.379002361609732
"08-04-1985"	1.1	5.3	34.3	0.341048114260933
"09-04-1985"	1.7	5.4	34.3	0.310044553658715
"10-04-1985"	0.1	4.8	34.1	0.284748500605378
"11-04-1985"	0.6	4	32.3	0.264924876286436
"12-04-1985"	17.9	2.2	28.4	0.358826254639316
"13-04-1985"	121.8	1.6	24.5	38.8110462374649
"14-04-1985"	95.3	2.2	25.9	51.1524391614824
"15-04-1985"	18.9	2.1	28.7	22.7924674750549
"16-04-1985"	13	2.2	28.5	15.5238827815927
"17-04-1985"	9.3	3.9	31.2	5.41646817150908
"18-04-1985"	3.6	3.9	31.1	3.86253526259671
"19-04-1985"	0	4.7	31.7	2.64824418730766
"20-04-1985"	0	4.9	31.9	1.8224819409076
"21-04-1985"	0	4.6	32.3	1.40867766564336
"22-04-1985"	0	5	31.4	1.13023833335888
"23-04-1985"	0	5.4	32.1	0.956404735271563
"24-04-1985"	0	5	32.8	0.841027169979685
"25-04-1985"	0	4.8	32.2	0.690454947890839
"26-04-1985"	0	5.1	31.2	0.592589495411373
"27-04-1985"	0	5.3	31.6	0.513553123892688
"28-04-1985"	0	5.2	32.5	0.456972608677957
"29-04-1985"	0	4.8	32.8	0.43287404764788
"30-04-1985"	3.1	4.6	33.1	0.453970902570065
"01-05-1985"	0.6	4.8	32.9	0.410184603802198
"02-05-1985"	0	5.1	32.2	0.336689801845698
"03-05-1985"	0	4.3	31.9	0.296248111539492
"04-05-1985"	0	3.7	31.5	0.270339009813089
"05-05-1985"	0	4.4	32.7	0.260930976704726
"06-05-1985"	0	4.6	32.2	0.236869968634056
"07-05-1985"	0	4.8	32.3	0.212820348464433
"08-05-1985"	0	4.2	32.5	0.200705790873746
"09-05-1985"	0	4.2	32.6	0.187879760608082
"10-05-1985"	0	4.9	31.6	0.178955984434745
"11-05-1985"	0	4.9	30.4	0.160176359501372
"12-05-1985"	0	4.9	31	0.156394925616351
"13-05-1985"	0	4.6	30.9	0.145822615196117
"14-05-1985"	0	4.3	30.8	0.13302695266658
"15-05-1985"	0	4.1	30.9	0.136983434859134
"16-05-1985"	0	4.2	31.6	0.133310023349764
"17-05-1985"	0	4.5	31.5	0.125939773791728
"18-05-1985"	0	4.5	31.4	0.120541474870341
"19-05-1985"	0	4.7	30.9	0.1117600474601
"20-05-1985"	0	4.9	28.8	0.107715444604678
"21-05-1985"	0	5.2	28.6	0.0998057339055836
"22-05-1985"	0	5	30.4	0.093207529810477
"23-05-1985"	0	4.2	31.3	0.0907843471518385
"24-05-1985"	0	3.8	32.3	0.0910433405585221
"25-05-1985"	0.1	4.4	32.7	0.0917322543438045
"26-05-1985"	0	4.4	30.6	0.0906932439434573
"27-05-1985"	0	4.5	31.1	0.0867335080648899
"28-05-1985"	0	4.4	32.4	0.0836891425181524
"29-05-1985"	0	4.3	32.2	0.0840101728714956
"30-05-1985"	0	4.2	31.6	0.0802781950138811
"31-05-1985"	0	4.1	30.8	0.0777940057424874
"01-06-1985"	0	3.4	30.7	0.077208342260037
"02-06-1985"	0	3.3	31.4	0.0771188658946626
"03-06-1985"	0.1	2.7	27.9	0.0741970558544379
"04-06-1985"	7.7	3.9	26.5	0.076526695040185
"05-06-1985"	0	4.5	26.5	0.0719259830169358
"06-06-1985"	0	4.2	26.4	0.0681094093229674
"07-06-1985"	0	4.4	26.5	0.0669803802762435
"08-06-1985"	0	4.3	27.5	0.0618541979617958
"09-06-1985"	0	4.1	28.3	0.0606161704336159
"10-06-1985"	0	4.2	28.6	0.0582539943877326
"11-06-1985"	0	4.2	28.2	0.0577301509395409
"12-06-1985"	0	4.2	27.2	0.0548300321394069
"13-06-1985"	0	4.3	27.2	0.0540513166201488
"14-06-1985"	0	4.3	26.7	0.0531473341893666
"15-06-1985"	0	4.4	27.5	0.0499619755820391
"16-06-1985"	0	4.3	28.2	0.0509852598333205
"17-06-1985"	0	4.1	29	0.0537281171427965
"18-06-1985"	0	4.3	29.4	0.0509322712325274
"19-06-1985"	0	4.1	29.8	0.052635963204227
"20-06-1985"	0	4.1	29.2	0.0499619755820391
"21-06-1985"	0	4.2	26.9	0.0466855137663305
"22-06-1985"	0	4.3	26.1	0.0451156102647621
"23-06-1985"	0	4	26.5	0.0448000027214416
"24-06-1985"	0	3.9	27.9	0.0438499264054665
"25-06-1985"	0	3.9	28.6	0.0451091028927349
"26-06-1985"	0	4	28.8	0.044459992533019
"27-06-1985"	0	4.6	27.1	0.0441590265767598
"28-06-1985"	0	4.4	28.3	0.0415690925099236
"29-06-1985"	0	4.5	27.4	0.0405539424736763
"30-06-1985"	0	4.3	26.8	0.0400776028412833
"01-07-1985"	0	4.1	27.8	0.0402253201863013
"02-07-1985"	0	4	27.9	0.0415690925099236
"03-07-1985"	0.1	3.7	28.4	0.040876057389024
"04-07-1985"	0	4.2	29.3	0.040880124496541
"05-07-1985"	0.1	4.4	29.8	0.039908085799974
"06-07-1985"	0	4	29.6	0.0408825647610512
"07-07-1985"	0	3.9	28.3	0.042390648228361
"08-07-1985"	0	3.7	27.7	0.0422328444567007
"09-07-1985"	0	4.4	25.6	0.0384596532429138
"10-07-1985"	0	4.5	24.9	0.0371424526884027
"11-07-1985"	0	3.7	25.4	0.0369065604524157
"12-07-1985"	0	3.8	25.8	0.0372986296170561
"13-07-1985"	0	4.4	26.7	0.0382373180319836
"14-07-1985"	0.1	4.6	28.2	0.0353805817120311
"15-07-1985"	0.1	4	28.6	0.0357807850917055
"16-07-1985"	0	4	28.7	0.0364174229883692
"17-07-1985"	0.1	4	27.4	NA
"18-07-1985"	0	4.4	25.6	0.0334316237898767
"19-07-1985"	0	4.6	26.7	0.0346306070858932
"20-07-1985"	0	3.9	27.5	0.0361517052972574
"21-07-1985"	0	4.2	28.2	0.037661415607574
"22-07-1985"	0.1	3.9	28.9	NA
"23-07-1985"	0	4	29.8	0.0361435710822234
"24-07-1985"	0	4.4	30.5	0.0361435710822234
"25-07-1985"	0	4.2	29.4	0.0338383345415784
"26-07-1985"	0	4.1	29	0.0334316237898767
"27-07-1985"	0	4	29.2	0.0333649232265976
"28-07-1985"	0	4	29.6	0.0353122543057452
"29-07-1985"	0.1	3.8	28.9	0.0353860045220538
"30-07-1985"	0	4.9	30.3	0.0361435710822234
"31-07-1985"	0	4.3	29	0.0359646183514747
"01-08-1985"	0	4.9	30.1	0.0361435710822234
"02-08-1985"	0	4.3	29.3	0.0343076787490421
"03-08-1985"	0	4.7	29.8	0.0350161688785064
"04-08-1985"	0	4.7	29.8	0.0366137287111905
"05-08-1985"	0	4.6	30.1	0.0378316918422865
"06-08-1985"	0	4.7	30	0.039036911369829
"07-08-1985"	0	4.2	31.5	0.0382373180319836
"08-08-1985"	0	4.3	30.3	0.0375304547455261
"09-08-1985"	0	4.5	30.8	0.0380399277471577
"10-08-1985"	0	4.6	31.4	0.0378452488673432
"11-08-1985"	0	4.5	31.6	0.039908085799974
"12-08-1985"	0	4.5	31.6	0.0395628697139297
"13-08-1985"	0	4.7	32.3	0.0389205920948424
"14-08-1985"	0	5.1	32.8	0.0385008665990863
"15-08-1985"	0	5.1	32.5	0.0388240660764385
"16-08-1985"	0	4.8	32.1	0.038248163652029
"17-08-1985"	0	5.2	32.6	0.0382514173380426
"18-08-1985"	0	5.5	32.9	0.0398283704926405
"19-08-1985"	0	5.5	32.6	0.0391036119331081
"20-08-1985"	0	5.6	33.5	0.0415690925099236
"21-08-1985"	0	4.7	31.4	0.0368317256741026
"22-08-1985"	0	4.8	32.4	0.0380453505571804
"23-08-1985"	0	5.1	33.8	0.0387391990995834
"24-08-1985"	0	4.8	33.9	0.0384056962831881
"25-08-1985"	0	5.3	34.5	0.0386001040225015
"26-08-1985"	0	4.9	34	0.0389376739464139
"27-08-1985"	0	5.1	33.8	0.0375678721346826
"28-08-1985"	0	5.3	34.2	0.0382373180319836
"29-08-1985"	0	5.4	34.4	0.0382373180319836
"30-08-1985"	0	5.1	34.1	0.0382828696361742
"31-08-1985"	0	5.3	34.7	0.0389205920948424
"01-09-1985"	0	5.4	35.4	0.0387676688522025
"02-09-1985"	0	5.3	33.2	0.0399243542300421
"03-09-1985"	0	6.2	31.9	0.0386001040225015
"04-09-1985"	0	5.7	31.8	0.0435034088450167
"05-09-1985"	0	5.7	32.3	0.0479756002707282
"06-09-1985"	0	6.1	31.9	0.0471182540061411
"07-09-1985"	0	5.6	31.4	0.0488963934125808
"08-09-1985"	0	5.6	31.6	0.0519353361492956
"09-09-1985"	0	5.5	32	0.053698833968674
"10-09-1985"	0	5.8	33.9	0.0540816843562758
"11-09-1985"	0	5.6	34.7	0.0552866327433173
"12-09-1985"	0	6	34	0.0553809896377121
"13-09-1985"	0	6.1	33.2	0.0547823114112073
"14-09-1985"	0	5.9	33.8	0.0564921234113611
"15-09-1985"	0	5.8	34.9	0.0594106797655722
"16-09-1985"	0	5.7	35.5	0.0619379803766463
"17-09-1985"	0	5.7	35.1	0.0594399629396947
"18-09-1985"	0	5.2	34.6	0.060009357992077
"19-09-1985"	0	5.6	34.7	0.0609635014155691
"20-09-1985"	0	5.1	33.7	0.0619282193186055
"21-09-1985"	3.2	5.4	32	0.0548851278892374
"22-09-1985"	0	6	33.1	0.0499619755820391
"23-09-1985"	0	5.6	33.6	0.0482489098958717
"24-09-1985"	0	5.5	33.9	0.0460477913076623
"25-09-1985"	0	5.4	34	0.0451164236862655
"26-09-1985"	0	5.2	33.5	0.163086130903347
"27-09-1985"	1.6	5.7	34.7	0.137082130001547
"28-09-1985"	0	6	33.9	0.0455044257433889
"29-09-1985"	0	6.3	33	0.0368300988310958
"30-09-1985"	0	6.4	34.2	0.0345552300265779
"01-10-1985"	0	6	33.8	0.0346306070858932
"02-10-1985"	0	6.3	34.8	0.0343806155438473
"03-10-1985"	0	5.9	34.5	0.0348805986279392
"04-10-1985"	0	6	34.4	0.0345422152825234
"05-10-1985"	0	5.9	34.3	0.0353887159270651
"06-10-1985"	0	6.2	35.5	0.0361462824872348
"07-10-1985"	0	5.9	34.5	0.037215660623709
"08-10-1985"	0	6.1	35.3	0.0370692447530964
"09-10-1985"	0	5.9	35.3	0.0368300988310958
"10-10-1985"	0	5.4	34	0.0376077297883494
"11-10-1985"	0	6	35.4	0.0384596532429138
"12-10-1985"	0	6.1	35.7	0.0375394023820635
"13-10-1985"	0	6.1	36.3	0.0354082380431468
"14-10-1985"	0	6.3	36.4	0.0317641097078999
"15-10-1985"	0	6.2	36.3	0.0302430114965357
"16-10-1985"	0	6.1	35.5	0.0273488577874267
"17-10-1985"	0	6.1	35.9	0.0267225232298061
"18-10-1985"	0	6.2	36.1	0.026633589145434
"19-10-1985"	0	6.5	36.2	0.0250306065027272
"20-10-1985"	0	6.3	36.2	0.0237833601975087
"21-10-1985"	0	6.7	36.6	0.0226510774647713
"22-10-1985"	0	6.2	35.6	0.0229265562139239
"23-10-1985"	0	6.2	36.6	0.0224005436417231
"24-10-1985"	0	5.8	34.9	0.023186851095013
"25-10-1985"	0	6.3	35.9	0.0221174729585387
"26-10-1985"	0.2	5.8	33.7	0.0225138803711973
"27-10-1985"	0	6.6	35.4	0.0301925793633247
"28-10-1985"	0	6.3	35.4	0.0314037639818922
"29-10-1985"	0	5.7	34.1	0.0388940203257312
"30-10-1985"	0	5.9	35	0.0361517052972574
"31-10-1985"	0.1	5.6	35.1	0.0391476993785926
"01-11-1985"	0.3	5.2	34.6	0.0421881062740135
"02-11-1985"	0	5.7	35.1	0.0431333020609682
"03-11-1985"	21	5.2	34.5	0.0591868726490644
"04-11-1985"	7.8	5.2	33.6	0.0467001553533918
"05-11-1985"	6.3	4.9	33.5	0.0483747190883981
"06-11-1985"	13.9	5.6	34	0.112373276893499
"07-11-1985"	5.5	6.1	35.1	0.0548213556433706
"08-11-1985"	0	5.8	35	0.0457630937814712
"09-11-1985"	0.8	6.2	36.3	0.0422344712997075
"10-11-1985"	0.7	6.4	37	0.0409118479351737
"11-11-1985"	24.7	6.2	36.2	0.0422328444567007
"12-11-1985"	14.9	5.8	35.9	0.0404910378774131
"13-11-1985"	3.4	6	35.4	0.0403118682342634
"14-11-1985"	5.9	4.2	33.1	0.0451958678530979
"15-11-1985"	0	6	36.1	0.0415446898648215
"16-11-1985"	2.4	6.3	36.2	0.0361435710822234
"17-11-1985"	0	5.8	36.4	0.0333914949957088
"18-11-1985"	4.2	5.9	35.8	0.0317641097078999
"19-11-1985"	1.4	5.8	36.6	0.0356408765931202
"20-11-1985"	3	5.2	35.7	0.0318774464373741
"21-11-1985"	0.2	6	35.9	0.0284805982391618
"22-11-1985"	0	6	35.6	0.0276856142898356
"23-11-1985"	0.1	6.5	36.4	0.0446085000589261
"24-11-1985"	0.2	5.6	35.2	0.037661415607574
"25-11-1985"	8.7	4.8	34	0.0350161688785064
"26-11-1985"	38.2	2.8	28.8	1.12488491008211
"27-11-1985"	0	4.5	33.5	0.221204632509227
"28-11-1985"	1.5	5.5	33.2	0.111309683087716
"29-11-1985"	2	5.3	35	0.0809996998873999
"30-11-1985"	10.1	5.5	34.6	0.268752605475308
"01-12-1985"	2.1	5.9	35.3	0.114450264777999
"02-12-1985"	0.1	6.3	35.8	0.0773384897005815
"03-12-1985"	6.2	6	35.6	0.0613693987457674
"04-12-1985"	0	6.3	35.9	0.0514830737934033
"05-12-1985"	4.8	6.3	36.2	0.0729647222767818
"06-12-1985"	0	5.8	36.8	0.635739928622186
"07-12-1985"	0.9	5.2	34.9	0.524618006223316
"08-12-1985"	0	5.6	35.7	3.3306926273405
"09-12-1985"	39.7	5	33.8	5.209125929044
"10-12-1985"	4.5	3.9	32.8	7.06197109035685
"11-12-1985"	19.4	5	33.4	5.61275939874209
"12-12-1985"	22.9	5.5	33.8	1.80249876337133
"13-12-1985"	5.1	5.8	34.9	1.78101830849559
"14-12-1985"	0	6.2	35.4	0.501083914526517
"15-12-1985"	0	5.8	36	0.290282478233532
"16-12-1985"	0	5.6	35.7	0.225253767284454
"17-12-1985"	0	5.7	35.6	0.16147609860761
"18-12-1985"	0	5.9	36.5	0.134126698539181
"19-12-1985"	6.3	5.2	34.7	0.17005878003052
"20-12-1985"	11.3	5.4	35	0.181716737017296
"21-12-1985"	0	5	34.6	0.171439156321795
"22-12-1985"	2.7	3.9	33.1	0.12217590981118
"23-12-1985"	0	4.1	33.7	0.099816579525629
"24-12-1985"	26.5	4.1	31.6	0.0901254757340818
"25-12-1985"	1.9	4.9	33.3	0.0847259837944905
"26-12-1985"	3.8	5.1	34.7	0.0717806517083277
"27-12-1985"	0	4	32.3	0.0862720269319591
"28-12-1985"	0.9	4.4	33.1	0.110755200762896
"29-12-1985"	5.1	3.9	32	0.100773163213631
"30-12-1985"	5.2	4.9	33.9	0.193856239534088
"31-12-1985"	0.9	4.9	34.1	0.165695587086264
"01-01-1986"	5.4	5	34.7	0.367229102124848
"02-01-1986"	20.5	3.7	32.7	0.284472208434722
"03-01-1986"	0	5.7	34.8	0.218250967333554
"04-01-1986"	0.3	4.7	33.6	0.157492502364943
"05-01-1986"	15.1	4.9	33.9	0.393250020257201
"06-01-1986"	23.7	4.8	33.9	3.1049324188982
"07-01-1986"	5.8	5.1	34.2	1.37049987527594
"08-01-1986"	1.6	5.5	34.7	0.425331596757572
"09-01-1986"	1.6	5.1	33.9	0.228239566482946
"10-01-1986"	23.4	3.7	32.6	1.04962044210873
"11-01-1986"	0	4.2	33.4	0.320552061499178
"12-01-1986"	0	5.1	34	0.209561781921799
"13-01-1986"	4.9	5.1	34.9	0.256877813556339
"14-01-1986"	12.7	4.2	33.9	0.697525207598421
"15-01-1986"	14.1	3.5	31.5	2.72345210917843
"16-01-1986"	8.1	2.9	30.2	4.45264389020783
"17-01-1986"	17.3	3	30.1	3.78622605077954
"18-01-1986"	32.4	1.7	27.3	2.42560297663881
"19-01-1986"	18.6	2.3	28.8	7.39094104887184
"20-01-1986"	24.1	2.2	26.8	11.8387532843134
"21-01-1986"	64.9	3.7	31	15.6631784920125
"22-01-1986"	15.9	2.3	29.7	21.6562931169328
"23-01-1986"	21.9	1.7	28.5	16.7143258280797
"24-01-1986"	28.1	1.9	27	21.946803430656
"25-01-1986"	27.9	3.6	30.1	16.8421449802112
"26-01-1986"	6.5	3.9	32.1	7.06026553250766
"27-01-1986"	9.5	4.5	31.8	19.1813307272136
"28-01-1986"	1.9	4.3	33.6	7.11802893119672
"29-01-1986"	6.2	5.7	33.4	3.15581676516682
"30-01-1986"	0	5.1	33.8	2.53483180963365
"31-01-1986"	3.2	5.6	33.7	4.80144054277019
"01-02-1986"	0.3	5.6	33.6	10.9562239975893
"02-02-1986"	1.3	5.5	33.5	1.89102734415639
"03-02-1986"	4.3	5.2	33.9	10.1255246252576
"04-02-1986"	0.6	5.3	34.3	3.0274151983091
"05-02-1986"	17.8	5	33.1	7.16611727427011
"06-02-1986"	3.4	3.6	31.6	5.22256164584051
"07-02-1986"	1.6	4.7	33.6	3.99137797504978
"08-02-1986"	6.8	5.1	32.8	3.54260937061311
"09-02-1986"	11.9	4.6	32.7	4.85874010196367
